sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag,customer_id,customer_name,segment,product_id,product_name,category,sub_category,country_region,city,state_province,postal_code,region,order_date,order_year,order_month,order_quarter,weekday
8761,572,1021,91,1144,US-2025-106180,2025-09-23,Standard Class,8.82,3,0.0,2.3814,5,Medium,27.0,6.4386,No Discount,0,SH-19975,Sally Hughsby,Corporate,OFF-AR-10000940,Newell 343,Office Supplies,Art,United States,San Francisco,California,94122,West,2025-09-18,2025,9,3,Thursday
8762,587,114,623,1144,US-2025-166856,2025-09-22,Standard Class,10.080000000000002,7,0.2,3.5279999999999996,4,Medium,34.999999999999986,6.552000000000002,Low,0,TS-21505,Tony Sayre,Consumer,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,United States,Clovis,New Mexico,88101,West,2025-09-18,2025,9,3,Thursday
8763,207,1375,45,1144,US-2025-140508,2025-09-21,First Class,114.848,4,0.2,35.889999999999986,3,Medium,31.24999999999999,78.95800000000001,Low,0,PA-19060,Pete Armstrong,Home Office,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,United States,Dallas,Texas,75220,Central,2025-09-18,2025,9,3,Thursday
8764,572,933,91,1144,US-2025-106180,2025-09-23,Standard Class,10.86,3,0.0,5.1042000000000005,5,Medium,47.00000000000001,5.755799999999999,No Discount,0,SH-19975,Sally Hughsby,Corporate,OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,United States,San Francisco,California,94122,West,2025-09-18,2025,9,3,Thursday
8765,539,1848,218,1144,US-2025-164756,2025-09-22,Standard Class,50.96,7,0.0,24.460800000000003,4,Medium,48.00000000000001,26.4992,No Discount,0,SS-20140,Saphhira Shifley,Corporate,OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,United States,Columbus,Georgia,31907,South,2025-09-18,2025,9,3,Thursday
8766,23,731,58,1144,US-2025-148068,2025-09-25,Standard Class,19.44,3,0.0,9.3312,7,Slow,48.00000000000001,10.1088,No Discount,0,MM-18280,Muhammed MacIntyre,Corporate,OFF-PA-10001639,Xerox 203,Office Supplies,Paper,United States,New York City,New York,10035,East,2025-09-18,2025,9,3,Thursday
8767,47,670,33,1144,US-2025-133333,2025-09-22,Standard Class,22.72,4,0.0,10.223999999999998,4,Medium,44.99999999999999,12.496,No Discount,0,BF-11020,Barry Französisch,Corporate,OFF-PA-10002377,Xerox 1916,Office Supplies,Paper,United States,Green Bay,Wisconsin,54302,Central,2025-09-18,2025,9,3,Thursday
8768,539,975,218,1144,US-2025-164756,2025-09-22,Standard Class,244.55,5,0.0,114.93849999999998,4,Medium,46.999999999999986,129.61150000000004,No Discount,0,SS-20140,Saphhira Shifley,Corporate,OFF-PA-10003228,Xerox 1917,Office Supplies,Paper,United States,Columbus,Georgia,31907,South,2025-09-18,2025,9,3,Thursday
8769,539,1284,218,1144,US-2025-164756,2025-09-22,Standard Class,25.92,4,0.0,12.4416,4,Medium,47.99999999999999,13.478400000000002,No Discount,0,SS-20140,Saphhira Shifley,Corporate,OFF-PA-10003848,Xerox 1997,Office Supplies,Paper,United States,Columbus,Georgia,31907,South,2025-09-18,2025,9,3,Thursday
8770,53,473,624,1144,US-2025-134439,2025-09-23,Second Class,15.96,2,0.0,7.98,5,Medium,50.0,7.98,No Discount,0,TM-21010,Tamara Manning,Consumer,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,United States,Grand Island,Nebraska,68801,Central,2025-09-18,2025,9,3,Thursday
8771,572,1682,91,1144,US-2025-106180,2025-09-23,Standard Class,143.7,3,0.0,68.976,5,Medium,48.00000000000001,74.72399999999999,No Discount,0,SH-19975,Sally Hughsby,Corporate,OFF-PA-10004327,Xerox 1911,Office Supplies,Paper,United States,San Francisco,California,94122,West,2025-09-18,2025,9,3,Thursday
8772,290,1762,48,1144,US-2025-131016,2025-09-20,First Class,47.584,2,0.2,-2.9739999999999966,2,Fast,-6.249999999999992,50.558,Low,1,DC-12850,Dan Campbell,Consumer,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,United States,Arlington,Texas,76017,Central,2025-09-18,2025,9,3,Thursday
8773,539,1363,218,1144,US-2025-164756,2025-09-22,Standard Class,34.48,2,0.0,9.999199999999997,4,Medium,28.999999999999993,24.4808,No Discount,0,SS-20140,Saphhira Shifley,Corporate,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,United States,Columbus,Georgia,31907,South,2025-09-18,2025,9,3,Thursday
8774,587,1833,623,1144,US-2025-166856,2025-09-22,Standard Class,101.34,3,0.0,8.107199999999992,4,Medium,7.999999999999992,93.2328,No Discount,0,TS-21505,Tony Sayre,Consumer,TEC-AC-10004992,Kingston Digital DataTraveler 64GB USB 2.0,Technology,Accessories,United States,Clovis,New Mexico,88101,West,2025-09-18,2025,9,3,Thursday
8775,539,457,218,1144,US-2025-164756,2025-09-22,Standard Class,95.68,8,0.0,26.790400000000005,4,Medium,28.000000000000004,68.8896,No Discount,0,SS-20140,Saphhira Shifley,Corporate,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,United States,Columbus,Georgia,31907,South,2025-09-18,2025,9,3,Thursday
8776,539,1761,218,1144,US-2025-164756,2025-09-22,Standard Class,411.98,2,0.0,119.4742,4,Medium,28.999999999999996,292.5058,No Discount,0,SS-20140,Saphhira Shifley,Corporate,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Technology,Phones,United States,Columbus,Georgia,31907,South,2025-09-18,2025,9,3,Thursday
8777,700,40,18,1145,US-2025-143378,2025-09-25,Standard Class,72.58800000000001,2,0.7,-128.2388,6,Slow,-176.66666666666663,200.8268,High,1,JR-16210,Justin Ritter,Corporate,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,United States,Springfield,Oregon,97477,West,2025-09-19,2025,9,3,Friday
8778,700,15,18,1145,US-2025-143378,2025-09-25,Standard Class,409.216,8,0.2,61.38239999999999,6,Slow,14.999999999999996,347.83360000000005,Low,0,JR-16210,Justin Ritter,Corporate,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,United States,Springfield,Oregon,97477,West,2025-09-19,2025,9,3,Friday
8779,688,1742,170,1145,US-2025-102974,2025-09-24,Standard Class,23.32,2,0.0,6.063200000000002,5,Medium,26.000000000000007,17.2568,No Discount,0,DP-13105,Dave Poirier,Corporate,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,United States,Los Angeles,California,90032,West,2025-09-19,2025,9,3,Friday
8780,700,246,18,1145,US-2025-143378,2025-09-25,Standard Class,23.832,3,0.2,6.553800000000001,6,Slow,27.500000000000004,17.2782,Low,0,JR-16210,Justin Ritter,Corporate,OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,United States,Springfield,Oregon,97477,West,2025-09-19,2025,9,3,Friday
8781,432,780,218,1145,US-2025-139787,2025-09-23,Standard Class,35.4,5,0.0,13.452000000000002,4,Medium,38.00000000000001,21.947999999999997,No Discount,0,JP-16135,Julie Prescott,Home Office,OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,Art,United States,Columbus,Georgia,31907,South,2025-09-19,2025,9,3,Friday
8782,688,1663,170,1145,US-2025-102974,2025-09-24,Standard Class,16.740000000000002,3,0.0,4.854599999999998,5,Medium,28.999999999999982,11.885400000000004,No Discount,0,DP-13105,Dave Poirier,Corporate,OFF-AR-10004956,Newell 33,Office Supplies,Art,United States,Los Angeles,California,90032,West,2025-09-19,2025,9,3,Friday
8783,216,1154,60,1145,US-2025-160801,2025-09-19,Same Day,4.8420000000000005,3,0.7,-3.3893999999999984,0,Fast,-69.99999999999996,8.231399999999999,High,1,FG-14260,Frank Gastineau,Home Office,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,United States,Philadelphia,Pennsylvania,19120,East,2025-09-19,2025,9,3,Friday
8784,589,985,181,1145,US-2025-153822,2025-09-25,Standard Class,18.180000000000003,4,0.7,-13.938000000000002,6,Slow,-76.66666666666666,32.11800000000001,High,1,AB-10105,Adrian Barton,Consumer,OFF-BI-10001460,Plastic Binding Combs,Office Supplies,Binders,United States,Phoenix,Arizona,85023,West,2025-09-19,2025,9,3,Friday
8785,409,1446,188,1145,US-2025-148866,2025-09-24,Standard Class,32.400000000000006,5,0.0,15.552,5,Medium,47.99999999999999,16.848000000000006,No Discount,0,JM-15535,Jessica Myrick,Consumer,OFF-PA-10004782,Xerox 228,Office Supplies,Paper,United States,New York City,New York,10011,East,2025-09-19,2025,9,3,Friday
8786,589,117,181,1145,US-2025-153822,2025-09-25,Standard Class,12.624,2,0.2,-2.524800000000002,6,Slow,-20.000000000000018,15.148800000000003,Low,1,AB-10105,Adrian Barton,Consumer,OFF-ST-10000321,Akro Stacking Bins,Office Supplies,Storage,United States,Phoenix,Arizona,85023,West,2025-09-19,2025,9,3,Friday
8787,449,1561,625,1145,US-2025-139619,2025-09-23,Standard Class,95.616,2,0.2,9.56160000000001,4,Medium,10.00000000000001,86.05439999999999,Low,0,ES-14080,Erin Smith,Corporate,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,United States,Melbourne,Florida,32935,South,2025-09-19,2025,9,3,Friday
8788,688,1522,170,1145,US-2025-102974,2025-09-24,Standard Class,149.95,5,0.0,31.489499999999992,5,Medium,20.999999999999996,118.4605,No Discount,0,DP-13105,Dave Poirier,Corporate,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,United States,Los Angeles,California,90032,West,2025-09-19,2025,9,3,Friday
8789,589,392,181,1145,US-2025-153822,2025-09-25,Standard Class,89.584,2,0.2,4.479200000000006,6,Slow,5.000000000000006,85.1048,Low,0,AB-10105,Adrian Barton,Consumer,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,United States,Phoenix,Arizona,85023,West,2025-09-19,2025,9,3,Friday
8790,700,478,18,1145,US-2025-143378,2025-09-25,Standard Class,191.976,3,0.2,19.19759999999999,6,Slow,9.999999999999996,172.7784,Low,0,JR-16210,Justin Ritter,Corporate,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,United States,Springfield,Oregon,97477,West,2025-09-19,2025,9,3,Friday
8791,589,181,181,1145,US-2025-153822,2025-09-25,Standard Class,471.92,2,0.2,29.49500000000002,6,Slow,6.250000000000004,442.425,Low,0,AB-10105,Adrian Barton,Consumer,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,Technology,Phones,United States,Phoenix,Arizona,85023,West,2025-09-19,2025,9,3,Friday
8792,10,630,58,1146,US-2025-100111,2025-09-26,Standard Class,2254.41,5,0.1,375.735,6,Slow,16.666666666666668,1878.6749999999995,Low,0,SV-20365,Seth Vernon,Consumer,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8793,10,1346,58,1146,US-2025-100111,2025-09-26,Standard Class,80.991,1,0.1,8.099099999999988,6,Slow,9.999999999999986,72.8919,Low,0,SV-20365,Seth Vernon,Consumer,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8794,10,1621,58,1146,US-2025-100111,2025-09-26,Standard Class,272.646,3,0.1,18.176400000000008,6,Slow,6.66666666666667,254.4696,Low,0,SV-20365,Seth Vernon,Consumer,FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8795,10,1310,58,1146,US-2025-100111,2025-09-26,Standard Class,2888.1270000000004,11,0.1,609.7157,6,Slow,21.111111111111107,2278.4113000000007,Low,0,SV-20365,Seth Vernon,Consumer,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8796,10,80,58,1146,US-2025-100111,2025-09-26,Standard Class,11.784,3,0.2,3.9771,6,Slow,33.75,7.806900000000001,Low,0,SV-20365,Seth Vernon,Consumer,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8797,10,610,58,1146,US-2025-100111,2025-09-26,Standard Class,4.36,2,0.0,1.7876000000000003,6,Slow,41.0,2.5724,No Discount,0,SV-20365,Seth Vernon,Consumer,OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8798,10,1678,58,1146,US-2025-100111,2025-09-26,Standard Class,38.52,9,0.0,18.1044,6,Slow,46.99999999999999,20.415600000000005,No Discount,0,SV-20365,Seth Vernon,Consumer,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8799,10,1607,58,1146,US-2025-100111,2025-09-26,Standard Class,13.76,2,0.0,6.329599999999999,6,Slow,46.0,7.430400000000001,No Discount,0,SV-20365,Seth Vernon,Consumer,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8800,10,964,58,1146,US-2025-100111,2025-09-26,Standard Class,45.4,4,0.0,12.712000000000003,6,Slow,28.000000000000007,32.687999999999995,No Discount,0,SV-20365,Seth Vernon,Consumer,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8801,10,406,58,1146,US-2025-100111,2025-09-26,Standard Class,72.64,2,0.0,21.79199999999999,6,Slow,29.99999999999999,50.84800000000001,No Discount,0,SV-20365,Seth Vernon,Consumer,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8802,10,1496,58,1146,US-2025-100111,2025-09-26,Standard Class,59.97,3,0.0,20.38979999999999,6,Slow,33.999999999999986,39.580200000000005,No Discount,0,SV-20365,Seth Vernon,Consumer,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8803,10,209,58,1146,US-2025-100111,2025-09-26,Standard Class,212.8,2,0.0,95.76,6,Slow,45.0,117.04,No Discount,0,SV-20365,Seth Vernon,Consumer,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",Technology,Accessories,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8804,10,521,58,1146,US-2025-100111,2025-09-26,Standard Class,104.85,3,0.0,28.309500000000007,6,Slow,27.000000000000007,76.54049999999998,No Discount,0,SV-20365,Seth Vernon,Consumer,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8805,10,416,58,1146,US-2025-100111,2025-09-26,Standard Class,1299.66,2,0.0,350.9082000000001,6,Slow,27.0,948.7518,No Discount,0,SV-20365,Seth Vernon,Consumer,TEC-PH-10002885,Apple iPhone 5,Technology,Phones,United States,New York City,New York,10035,East,2025-09-20,2025,9,3,Saturday
8806,202,878,256,1146,CA-2025-153738,2025-09-22,First Class,37.68,6,0.0,16.96,2,Fast,45.010615711252655,20.72,No Discount,0,AG-10270,Alejandro Grove,Consumer,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,Canada,Toronto,Ontario,M2N,East,2025-09-20,2025,9,3,Saturday
8807,74,1078,218,1147,US-2025-123351,2025-09-25,Standard Class,80.48,1,0.0,24.144,4,Medium,30.0,56.336000000000006,No Discount,0,KT-16480,Kean Thornton,Consumer,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Appliances,United States,Columbus,Georgia,31907,South,2025-09-21,2025,9,3,Sunday
8808,365,567,431,1147,US-2025-151428,2025-09-26,Standard Class,20.16,7,0.0,9.8784,5,Medium,48.99999999999999,10.2816,No Discount,0,RH-19495,Rick Hansen,Consumer,OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,United States,Rochester,Minnesota,55901,Central,2025-09-21,2025,9,3,Sunday
8809,279,291,381,1147,US-2025-146878,2025-09-27,Standard Class,12.294,1,0.7,-8.605799999999999,6,Slow,-69.99999999999999,20.8998,High,1,DL-12865,Dan Lawera,Consumer,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,United States,Miami,Florida,33142,South,2025-09-21,2025,9,3,Sunday
8810,186,755,3,1147,US-2025-169817,2025-09-25,Standard Class,1.9080000000000004,2,0.7,-1.5264000000000002,4,Medium,-80.0,3.434400000000001,High,1,EB-13870,Emily Burns,Consumer,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Office Supplies,Binders,United States,Philadelphia,Pennsylvania,19143,East,2025-09-21,2025,9,3,Sunday
8811,448,473,11,1147,US-2025-133074,2025-09-25,Standard Class,55.86,7,0.0,27.93,4,Medium,50.0,27.93,No Discount,0,DB-13615,Doug Bickford,Consumer,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,United States,San Francisco,California,94109,West,2025-09-21,2025,9,3,Sunday
8812,695,1047,126,1147,US-2025-165155,2025-09-23,First Class,15.51,1,0.0,3.877499999999999,2,Fast,24.999999999999993,11.6325,No Discount,0,BM-11575,Brendan Murry,Corporate,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,United States,Los Angeles,California,90045,West,2025-09-21,2025,9,3,Sunday
8813,659,551,44,1147,US-2025-132262,2025-09-23,First Class,71.98,2,0.0,15.1158,2,Fast,21.0,56.8642,No Discount,0,ML-18265,Muhammed Lee,Consumer,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,United States,Seattle,Washington,98103,West,2025-09-21,2025,9,3,Sunday
8814,659,507,44,1147,US-2025-132262,2025-09-23,First Class,79.98,2,0.0,26.3934,2,Fast,32.99999999999999,53.5866,No Discount,0,ML-18265,Muhammed Lee,Consumer,TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,United States,Seattle,Washington,98103,West,2025-09-21,2025,9,3,Sunday
8815,201,40,383,1148,US-2025-167381,2025-09-24,Second Class,241.96,2,0.0,41.13319999999999,2,Fast,16.999999999999996,200.8268,No Discount,0,EH-14005,Erica Hernandez,Home Office,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,United States,Lansing,Michigan,48911,Central,2025-09-22,2025,9,3,Monday
8816,397,15,58,1148,US-2025-162789,2025-09-24,Second Class,12.07,1,0.0,3.9831,2,Fast,32.99999999999999,8.0869,No Discount,0,LC-17140,Logan Currie,Consumer,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,United States,New York City,New York,10035,East,2025-09-22,2025,9,3,Monday
8817,518,1849,409,1148,US-2025-161970,2025-09-27,Standard Class,17.94,3,0.0,6.4584,5,Medium,36.0,11.4816,No Discount,0,PB-19105,Peter Bühler,Consumer,OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,Art,United States,Smyrna,Georgia,30080,South,2025-09-22,2025,9,3,Monday
8818,572,177,607,1148,US-2025-108245,2025-09-27,Standard Class,11.227999999999998,7,0.8,-18.52620000000001,5,Medium,-165.0000000000001,29.754200000000008,High,1,SH-19975,Sally Hughsby,Corporate,OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,United States,Pearland,Texas,77581,Central,2025-09-22,2025,9,3,Monday
8819,415,623,17,1148,US-2025-158379,2025-09-26,Second Class,5.607000000000001,1,0.7,-4.2987,4,Medium,-76.66666666666664,9.9057,High,1,JA-15970,Joseph Airdo,Consumer,OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,United States,Philadelphia,Pennsylvania,19134,East,2025-09-22,2025,9,3,Monday
8820,468,342,145,1148,US-2025-166317,2025-09-26,Standard Class,33.04,8,0.0,15.5288,4,Medium,47.0,17.5112,No Discount,0,JE-15610,Jim Epp,Corporate,OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders,United States,Milwaukee,Wisconsin,53209,Central,2025-09-22,2025,9,3,Monday
8821,270,1659,230,1148,US-2025-161053,2025-09-23,First Class,691.96,4,0.0,318.3016,1,Fast,46.0,373.6584,No Discount,0,JE-15745,Joel Eaton,Consumer,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,Office Supplies,Binders,United States,Fayetteville,Arkansas,72701,South,2025-09-22,2025,9,3,Monday
8822,686,373,59,1148,US-2025-136000,2025-09-25,Second Class,40.176,3,0.2,14.563799999999995,3,Medium,36.249999999999986,25.61220000000001,Low,0,SC-20440,Shaun Chance,Corporate,OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,Binders,United States,New York City,New York,10009,East,2025-09-22,2025,9,3,Monday
8823,572,269,607,1148,US-2025-108245,2025-09-27,Standard Class,13.392,3,0.2,5.022,5,Medium,37.50000000000001,8.37,Low,0,SH-19975,Sally Hughsby,Corporate,OFF-EN-10001415,Staple envelope,Office Supplies,Envelopes,United States,Pearland,Texas,77581,Central,2025-09-22,2025,9,3,Monday
8824,201,1478,383,1148,US-2025-167381,2025-09-24,Second Class,27.72,9,0.0,13.3056,2,Fast,48.00000000000001,14.4144,No Discount,0,EH-14005,Erica Hernandez,Home Office,OFF-LA-10000134,Avery 511,Office Supplies,Labels,United States,Lansing,Michigan,48911,Central,2025-09-22,2025,9,3,Monday
8825,18,1689,95,1148,US-2025-103226,2025-09-28,Standard Class,27.18,3,0.0,12.231,6,Slow,45.0,14.949,No Discount,0,DW-13195,David Wiener,Corporate,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,United States,Albuquerque,New Mexico,87105,West,2025-09-22,2025,9,3,Monday
8826,518,1385,409,1148,US-2025-161970,2025-09-27,Standard Class,12.96,2,0.0,6.2208000000000006,5,Medium,48.00000000000001,6.7392,No Discount,0,PB-19105,Peter Bühler,Consumer,OFF-PA-10004255,Xerox 219,Office Supplies,Paper,United States,Smyrna,Georgia,30080,South,2025-09-22,2025,9,3,Monday
8827,468,772,145,1148,US-2025-166317,2025-09-26,Standard Class,219.84,4,0.0,107.7216,4,Medium,49.0,112.1184,No Discount,0,JE-15610,Jim Epp,Corporate,OFF-PA-10004475,Xerox 1940,Office Supplies,Paper,United States,Milwaukee,Wisconsin,53209,Central,2025-09-22,2025,9,3,Monday
8828,597,1392,276,1148,US-2025-102967,2025-09-26,Standard Class,67.4,5,0.0,17.523999999999997,4,Medium,25.999999999999996,49.876000000000005,No Discount,0,MG-17890,Michael Granlund,Home Office,OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,United States,Concord,New Hampshire,03301,East,2025-09-22,2025,9,3,Monday
8829,332,1479,473,1148,US-2025-117009,2025-09-28,Standard Class,21.96,2,0.0,6.148800000000001,6,Slow,28.000000000000004,15.8112,No Discount,0,BK-11260,Berenike Kampe,Consumer,OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,United States,Santa Ana,California,92704,West,2025-09-22,2025,9,3,Monday
8830,415,285,17,1148,US-2025-158379,2025-09-26,Second Class,4663.736000000001,7,0.2,-1049.3406,4,Medium,-22.499999999999996,5713.0766,Low,1,JA-15970,Joseph Airdo,Consumer,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,United States,Philadelphia,Pennsylvania,19134,East,2025-09-22,2025,9,3,Monday
8831,397,662,58,1148,US-2025-162789,2025-09-24,Second Class,1071.0,9,0.0,171.36000000000007,2,Fast,16.000000000000007,899.6399999999999,No Discount,0,LC-17140,Logan Currie,Consumer,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories,United States,New York City,New York,10035,East,2025-09-22,2025,9,3,Monday
8832,415,276,17,1148,US-2025-158379,2025-09-26,Second Class,79.98400000000001,2,0.2,22.995400000000004,4,Medium,28.750000000000004,56.988600000000005,Low,0,JA-15970,Joseph Airdo,Consumer,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories,United States,Philadelphia,Pennsylvania,19134,East,2025-09-22,2025,9,3,Monday
8833,468,690,145,1148,US-2025-166317,2025-09-26,Standard Class,98.16,6,0.0,9.815999999999995,4,Medium,9.999999999999996,88.344,No Discount,0,JE-15610,Jim Epp,Corporate,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,United States,Milwaukee,Wisconsin,53209,Central,2025-09-22,2025,9,3,Monday
8834,270,864,230,1148,US-2025-161053,2025-09-23,First Class,34.95,5,0.0,15.378000000000004,1,Fast,44.00000000000001,19.572,No Discount,0,JE-15745,Joel Eaton,Consumer,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,United States,Fayetteville,Arkansas,72701,South,2025-09-22,2025,9,3,Monday
8835,468,94,145,1148,US-2025-166317,2025-09-26,Standard Class,86.97,3,0.0,25.22129999999999,4,Medium,28.999999999999982,61.748700000000014,No Discount,0,JE-15610,Jim Epp,Corporate,TEC-PH-10001615,AT&T CL82213,Technology,Phones,United States,Milwaukee,Wisconsin,53209,Central,2025-09-22,2025,9,3,Monday
8836,106,14,311,1148,US-2025-122196,2025-09-24,First Class,391.98,2,0.0,113.67419999999998,2,Fast,28.999999999999993,278.30580000000003,No Discount,0,CA-12265,Christina Anderson,Consumer,TEC-PH-10004977,GE 30524EE4,Technology,Phones,United States,Wilmington,Delaware,19805,East,2025-09-22,2025,9,3,Monday
8837,444,476,547,1148,CA-2025-125724,2025-09-27,Standard Class,68.43,7,0.2,8.55,5,Medium,12.494519947391494,59.88000000000001,Low,0,SM-20950,Suzanne McNair,Corporate,FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,Canada,Regina,Saskatchewan,S0G,West,2025-09-22,2025,9,3,Monday
8838,363,1271,529,1149,US-2025-132059,2025-09-29,Standard Class,180.58800000000005,2,0.7,-240.78400000000005,6,Slow,-133.33333333333331,421.37200000000007,High,1,AP-10915,Arthur Prichep,Consumer,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,United States,Fort Collins,Colorado,80525,West,2025-09-23,2025,9,3,Tuesday
